u1,u2,z1,x1,x2,c1,a1,t1,m0,mt,g1,y1
-0.812709139022944,-1.0179747981087086,-0.007447550276994988,8.34146742228377,6.0,8.34146742228377,6.0,18.45310453921484,-14.96913925020057,-264.0291028653802,-264.0291028653802,-265.0470776634889
-2.1804091423317056,-1.0262479853206627,0.3303337011102677,6.199978629980924,1.0,6.199978629980924,1.0,13.671866048136103,72.5321074987695,7.634640712354752,7.634640712354752,6.608392727034089
-0.07199566485415249,-0.6209048184404016,-1.065116592744184,2.0436021173145145,2.0,2.0436021173145145,2.0,18.471999923338743,33.26725127108871,-126.94548151605204,-126.94548151605204,-127.56638633449245
-0.9156220609717057,-1.783833854573334,-0.37982657472722053,2.0808541257826807,4.0,2.0808541257826807,4.0,15.328332351780881,-33.67123722103764,-269.2236169243802,-269.2236169243802,-271.00745077895357
0.6459111288794205,0.7692963201118072,1.580106487787238,9.006938905584944,3.0,9.006938905584944,3.0,19.511580950823937,59.819732176014575,-57.6014845529811,-57.6014845529811,-56.83218823286929
0.732391845039171,1.323900972561595,-2.2844462183556824,7.268871076788738,7.0,7.268871076788738,7.0,23.973636647909455,-72.05256537974125,-532.4724073510205,-532.4724073510205,-531.1485063784589
-0.4157051748040705,-0.6591801269423393,0.156339097509299,2.690363467747904,6.0,2.690363467747904,6.0,13.956668091834738,-102.02442903072551,-411.8965554568208,-411.8965554568208,-412.5557355837631
1.7098426835904295,1.3002205345187328,0.41476160252607763,4.675969017332978,2.0,4.675969017332978,2.0,20.731772552783326,64.98689614885669,-49.065019497598485,-49.065019497598485,-47.764798963079755
-0.8880004119915612,0.6814407161663047,-1.9830241988246824,0.5852368706241073,5.0,0.5852368706241073,5.0,21.450843467927676,-30.836747393854665,-354.39429314954714,-354.39429314954714,-353.7128524333808
-0.6173538562110863,-0.37261818203319064,1.5547454017073676,7.564088582774277,6.0,7.564088582774277,6.0,13.710422589221938,-40.585994781176254,-260.7561798172278,-260.7561798172278,-261.128797999261
1.9487429403943834,0.48722521408135167,0.20004805855745497,5.935849621715807,1.0,5.935849621715807,1.0,18.14837102733709,72.49925078617602,-13.706871294720827,-13.706871294720827,-13.219646080639475
0.48232802322472057,0.71251107669592,-0.6908123473178439,3.161355554750159,2.0,3.161355554750159,2.0,17.793585110960233,33.4073789686698,-120.6719382615401,-120.6719382615401,-119.95942718484419
-0.45414906013096523,-1.0716674609178265,0.3597054687207355,7.266068957350821,1.0,7.266068957350821,1.0,16.28470550866581,75.4111022287058,2.7993953125526616,2.7993953125526616,1.727727851634835
-0.42671752666096874,-0.46771256919208287,-1.7604170629841072,9.126803009393909,2.0,9.126803009393909,2.0,23.07605724592332,75.84308104433813,-26.05367791810685,-26.05367791810685,-26.521390487298934
-0.40852667010299387,-0.4088331627809253,-0.3453188911596788,8.27342324071536,7.0,8.27342324071536,7.0,19.38142310750932,-37.38129011151031,-342.4086273971957,-342.4086273971957,-342.8174605599766
-0.8797405470423505,-1.5899751734957275,0.4102703332805931,5.750964140710519,3.0,5.750964140710519,3.0,15.119992337253015,20.825041101243656,-129.12742075841416,-129.12742075841416,-130.7173959319099
-0.3284900061708067,-0.21979201255605513,0.7063240835574028,3.344396924114059,4.0,3.344396924114059,4.0,12.41824693281662,-32.24167973192078,-221.29915696969837,-221.29915696969837,-221.51894898225441
-0.8551418023088795,0.13400763188865683,-0.9498831575161745,1.3799715221237863,4.0,1.3799715221237863,4.0,17.68377142268144,-26.06280073640555,-284.3569188943317,-284.3569188943317,-284.22291126244306
-0.015577628202399931,-1.783089436637083,0.9992303034131957,5.5632114909291195,6.0,5.5632114909291195,6.0,15.687408428111357,-39.48204886952746,-289.6680526263567,-289.6680526263567,-291.45114206299377
0.4274282522097051,0.9093564449189235,0.9063320592707037,8.69978287355311,7.0,8.69978287355311,7.0,19.03874045120741,-14.482880432251989,-270.5213460002925,-270.5213460002925,-269.6119895553736
0.5248395703483102,1.0207575086154042,-2.3301072018900406,4.238549422270408,1.0,4.238549422270408,1.0,23.5456610264696,70.45529449692876,-46.2009896462291,-46.2009896462291,-45.18023213761369
0.7428239731657619,0.7093590471280655,1.4002341616314016,9.995883204893024,4.0,9.995883204893024,4.0,26.07573301049031,103.02628473936596,58.76607800612818,58.76607800612818,59.47543705325625
0.2805594242188013,-0.9381549851498439,-0.10089609066342688,3.21813391785334,4.0,3.21813391785334,4.0,15.647521198049342,-32.91056171041308,-272.1776872873451,-272.1776872873451,-273.11584227249494
0.014209454729242506,-0.6340903715243794,-0.9963230734299949,5.284589886575752,6.0,5.284589886575752,6.0,22.015687032426754,10.209404044927226,-231.50213592012287,-231.50213592012287,-232.13622629164723
-0.059275897704788055,0.07512208587417846,-1.2526027928455952,7.705765212890468,5.0,7.705765212890468,5.0,20.95634030041404,-14.009104099738366,-294.8431429865111,-294.8431429865111,-294.76802090063694
0.5696296632632452,0.7562922786992976,1.1743314276119856,4.376072523531876,2.0,4.376072523531876,2.0,14.287224364195296,45.94389307740096,-59.86172843679992,-59.86172843679992,-59.10543615810062
1.6038096881181798,-0.3633457481431872,0.24346986160472586,9.484140017755966,4.0,9.484140017755966,4.0,24.15348094835684,69.78139037124859,-51.5140327208531,-51.5140327208531,-51.87737846899629
